id	unitCode	title	record_ID	metadata_usage	data_source	object_type	Date
edanmdm-nmah_1169093	NMAH	insignia	nmah_1169093	{'access': 'CC0'}	National Museum of American History	['Insignias', 'Insignia; Army; Collar; Adjutant General; Officer']	
edanmdm-nmah_515632	NMAH	plate	nmah_515632	{'access': 'CC0'}	National Museum of American History	['plate', 'Plate']	
edanmdm-nmah_451219	NMAH	slides, glass, set of	nmah_451219	{'access': 'CC0'}	National Museum of American History	['Slides, Glass, Set of']	
edanmdm-nmah_321052	NMAH	spoon	nmah_321052	{'access': 'CC0'}	National Museum of American History	['Spoons', 'Spoon; Eating Utensils', 'Cutlery']	1880 - 1930
edanmdm-nmah_1178590	NMAH	glass plate negative	nmah_1178590	{'access': 'CC0'}	National Museum of American History	['Photographs']	
edanmdm-nmah_963089	NMAH	Order of Savoy	nmah_963089	{'access': 'CC0'}	National Museum of American History	['Badges']	
edanmdm-nmah_967984	NMAH	medal	nmah_967984	{'access': 'CC0'}	National Museum of American History	['Medal; Commemorative; Societe Commemorative De Jemmes Celebres', 'Medals']	1967
edanmdm-nmah_959272	NMAH	medal	nmah_959272	{'access': 'CC0'}	National Museum of American History	['medal; Commemorative', 'Medals']	
edanmdm-nmah_926191	NMAH	2 Millieme	nmah_926191	{'access': 'CC0'}	National Museum of American History	['Coins (money)']	1335
edanmdm-nmah_922321	NMAH	1 Aqche	nmah_922321	{'access': 'CC0'}	National Museum of American History	['Coins (money)']	824
edanmdm-nmah_922369	NMAH	1 Aqche	nmah_922369	{'access': 'CC0'}	National Museum of American History	['Coins (money)']	825
edanmdm-nmah_921775	NMAH	1 Aqche	nmah_921775	{'access': 'CC0'}	National Museum of American History	['Coins (money)']	822
edanmdm-nmah_1822636	NMAH	Aneroid Barograph	nmah_1822636	{'access': 'CC0'}	National Museum of American History	['aneroid barograph', 'Aneroid Barograph']	
edanmdm-nmah_1350446	NMAH	Punch	nmah_1350446	{'access': 'CC0'}	National Museum of American History	['punch', 'hand lever punches']	
edanmdm-nmah_1167661	NMAH	sonde, aircraft	nmah_1167661	{'access': 'CC0'}	National Museum of American History	['sonde, aircraft']	
edanmdm-nmah_1849823	NMAH	lantern slide	nmah_1849823	{'access': 'CC0'}	National Museum of American History	['lantern slide']	
edanmdm-nmah_1849881	NMAH	lantern slide	nmah_1849881	{'access': 'CC0'}	National Museum of American History	['lantern slide']	
edanmdm-nmah_1446221	NMAH	Orrery Mechanism	nmah_1446221	{'access': 'CC0'}	National Museum of American History	['Orrery Mechanism']	early 19th century
edanmdm-nmah_745819	NMAH	Balch Surveyor's Compass	nmah_745819	{'access': 'CC0'}	National Museum of American History	"[""compass (surveyor's plain)"", 'Surveying instruments']"	
edanmdm-nmah_513939	NMAH	certificate, admission	nmah_513939	{'access': 'CC0'}	National Museum of American History	['Certificate, Admission']	
edanmdm-nmah_524662	NMAH	diploma	nmah_524662	{'access': 'CC0'}	National Museum of American History	['Diplomas']	
edanmdm-nmah_519395	NMAH	menu	nmah_519395	{'access': 'CC0'}	National Museum of American History	['Menu']	
edanmdm-nmah_500136	NMAH	On the Secular Variations and ... of the Orbits of the Astroids	nmah_500136	{'access': 'CC0'}	National Museum of American History	['Sheets of Paper, Set of; Manuscript', 'Sheets of Paper, Set of']	
edanmdm-nmah_500722	NMAH	name card	nmah_500722	{'access': 'CC0'}	National Museum of American History	['Name Card']	
edanmdm-nmah_515819	NMAH	Rock Creek Bridge...	nmah_515819	{'access': 'CC0'}	National Museum of American History	['Ship']	
edanmdm-nmah_524699	NMAH	tweezers	nmah_524699	{'access': 'CC0'}	National Museum of American History	['Tweezers']	
edanmdm-nmah_1734214	NMAH	certified proof	nmah_1734214	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1734526	NMAH	certified proof	nmah_1734526	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1734546	NMAH	certified proof	nmah_1734546	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1735021	NMAH	certified proof	nmah_1735021	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1735283	NMAH	certified proof	nmah_1735283	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1735441	NMAH	certified proof	nmah_1735441	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1735672	NMAH	certified proof	nmah_1735672	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1736508	NMAH	certified proof	nmah_1736508	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1736950	NMAH	certified proof	nmah_1736950	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1737051	NMAH	certified proof	nmah_1737051	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_865029	NMAH	part, magneform	nmah_865029	{'access': 'CC0'}	National Museum of American History	['part, magneform']	
edanmdm-nmah_862562	NMAH	die, book binding	nmah_862562	{'access': 'CC0'}	National Museum of American History	['Die, Book Binding']	
edanmdm-nmah_862700	NMAH	cover, back ring binding	nmah_862700	{'access': 'CC0'}	National Museum of American History	['Cover, Back Ring Binding']	
edanmdm-nmah_871937	NMAH	MSA Comfo-Cap Miner’s Helmet	nmah_871937	{'access': 'CC0'}	National Museum of American History	"[""hat, miner's""]"	
edanmdm-nmah_872715	NMAH	Miner's Hearing Aid Battery-Charger	nmah_872715	{'access': 'CC0'}	National Museum of American History	['Battery-Charger, Hearing Aid']	
edanmdm-nmah_1400378	NMAH	coal jewelry, brooch	nmah_1400378	{'access': 'CC0'}	National Museum of American History	['coal jewelry, brooch']	
edanmdm-nmah_865823	NMAH	bolt, lag	nmah_865823	{'access': 'CC0'}	National Museum of American History	['Bolt, Lag']	
edanmdm-nmah_871814	NMAH	shoe, mule	nmah_871814	{'access': 'CC0'}	National Museum of American History	['Shoe, Mule']	
edanmdm-nmah_866338	NMAH	mineral sample, polyphosphate	nmah_866338	{'access': 'CC0'}	National Museum of American History	['Mineral Sample, Polyphosphate']	
edanmdm-nmah_574511	NMAH	tool, potter's	nmah_574511	{'access': 'CC0'}	National Museum of American History	"[""tool, potter's""]"	
edanmdm-nmah_1691549	NMAH	fragment, bottle	nmah_1691549	{'access': 'CC0'}	National Museum of American History	['fragment, bottle']	
edanmdm-nmah_598574	NMAH	stone, smoothing	nmah_598574	{'access': 'CC0'}	National Museum of American History	['Wheel, Smoothing', 'stone, smoothing']	
edanmdm-nmah_1806213	NMAH	sign, advertising	nmah_1806213	{'access': 'CC0'}	National Museum of American History	['sign, advertising']	
edanmdm-nmah_1900815	NMAH	saucer	nmah_1900815	{'access': 'CC0'}	National Museum of American History	['Saucers (plates)']	
edanmdm-nmah_676695	NMAH	The School District Library by Harper & Brothers	nmah_676695	{'access': 'CC0'}	National Museum of American History	['portable library case w/ books (31)', 'Books']	
edanmdm-nmah_668098	NMAH	Putti	nmah_668098	{'access': 'CC0'}	National Museum of American History	['Cast, Chocolate']	
edanmdm-nmah_668120	NMAH	cast, chocolate	nmah_668120	{'access': 'CC0'}	National Museum of American History	['Cast, Chocolate']	
edanmdm-nmah_661466	NMAH	Pleureus Tower in Amsterdam viewed from Geldern	nmah_661466	{'access': 'CC0'}	National Museum of American History	['Prints']	1770-1790
edanmdm-nmah_661539	NMAH	Emperor's castle in Vienna	nmah_661539	{'access': 'CC0'}	National Museum of American History	['Prints']	1770-1790
edanmdm-nmah_661832	NMAH	Carousel Lion	nmah_661832	{'access': 'CC0'}	National Museum of American History	['Figures (representations)']	ca 1886-1896
edanmdm-nmah_1982188	NMAH	Carousel Chariot Fragment	nmah_1982188	{'access': 'CC0'}	National Museum of American History	{}	late 19th century
edanmdm-nmah_1067936	NMAH	Pair of Peck & Snyder roller skates	nmah_1067936	{'access': 'CC0'}	National Museum of American History	['skates, pair of', 'roller skates, skating', 'Roller Skates (2 Pair)', 'roller skates']	
edanmdm-nmah_963270	NMAH	Libyan Campaign	nmah_963270	{'access': 'CC0'}	National Museum of American History	['Medals']	
edanmdm-nmah_934231	NMAH	1 Denarius	nmah_934231	{'access': 'CC0'}	National Museum of American History	['Coins (money)']	
edanmdm-nmah_947148	NMAH	1 Pillar Dollar	nmah_947148	{'access': 'CC0'}	National Museum of American History	['Coins (money)']	
edanmdm-nmah_1087594	NMAH	5 Dollars, United States, 1903	nmah_1087594	{'access': 'CC0'}	National Museum of American History	['Coins (money)']	1903
edanmdm-nmah_816430	NMAH	Morris Romanized Black, dp point	nmah_816430	{'access': 'CC0'}	National Museum of American History	['Matrices, Batch of; Black', 'Matrices, Batch of']	
edanmdm-nmah_819906	NMAH	Parsons Swash Initials, 36 point	nmah_819906	{'access': 'CC0'}	National Museum of American History	['Matrices, Set of', 'Matrices, Set of; Display']	
edanmdm-nmah_1859999	NMAH	Recherche Border No. 12, assorted point	nmah_1859999	{'access': 'CC0'}	National Museum of American History	['Matrices, Batch of', 'Matrices, Batch of; Ornaments']	
edanmdm-nmah_812781	NMAH	Roman, 6 point	nmah_812781	{'access': 'CC0'}	National Museum of American History	['Matrices, Batch of', 'Matrices, Batch of; Roman']	
edanmdm-nmah_810837	NMAH	Roman, a point-size	nmah_810837	{'access': 'CC0'}	National Museum of American History	['Matrices, Batch of', 'Matrices, Batch of; Roman']	
edanmdm-nmah_812311	NMAH	Sans serif, 6 point	nmah_812311	{'access': 'CC0'}	National Museum of American History	['Matrices, Batch of; Sans-Serif', 'Matrices, Batch of']	
edanmdm-nmah_806865	NMAH	print	nmah_806865	{'access': 'CC0'}	National Museum of American History	['Print; Lithograph', 'Prints']	
edanmdm-nmah_805668	NMAH	Diocese of Utah	nmah_805668	{'access': 'CC0'}	National Museum of American History	['Drawing; Watercolor', 'Drawings']	
edanmdm-nmah_818868	NMAH	abstract	nmah_818868	{'access': 'CC0'}	National Museum of American History	['Block', 'Block; Woodcut']	
edanmdm-nmah_1914983	NMAH	block	nmah_1914983	{'access': 'CC0'}	National Museum of American History	['block']	
edanmdm-nmah_846110	NMAH	Firmenich and Stiker’s Patent Model of a Steam Boiler - 1875	nmah_846110	{'access': 'CC0'}	National Museum of American History	['patent model, boiler, steam, sectional']	1875-11-16
edanmdm-nmah_1437526	NMAH	Metal Six-Pronged Buckle	nmah_1437526	{'access': 'CC0'}	National Museum of American History	['buckle, six prongs']	
edanmdm-nmah_1439260	NMAH	Ornate Metal Pin	nmah_1439260	{'access': 'CC0'}	National Museum of American History	['Pins (fasteners)']	
edanmdm-nmah_1440273	NMAH	Metal Buckle	nmah_1440273	{'access': 'CC0'}	National Museum of American History	['Buckles (strap accessories)']	
edanmdm-nmah_1440487	NMAH	Metal Buckle	nmah_1440487	{'access': 'CC0'}	National Museum of American History	['Buckles (strap accessories)']	
edanmdm-nmah_1440734	NMAH	Ornate Metal Fastener	nmah_1440734	{'access': 'CC0'}	National Museum of American History	['Fasteners']	
edanmdm-nmah_878271	NMAH	punch tube	nmah_878271	{'access': 'CC0'}	National Museum of American History	['Punch Tube']	
edanmdm-nmah_878300	NMAH	horse tooth rasp (jointed)	nmah_878300	{'access': 'CC0'}	National Museum of American History	['Horse Tooth Rasp (Jointed)']	
edanmdm-nmah_878471	NMAH	rivets, hame	nmah_878471	{'access': 'CC0'}	National Museum of American History	['Rivets, Hame']	
edanmdm-nmah_878474	NMAH	snaps, assorted	nmah_878474	{'access': 'CC0'}	National Museum of American History	['Snaps, Assorted']	
edanmdm-nmah_868533	NMAH	scratch bone	nmah_868533	{'access': 'CC0'}	National Museum of American History	['Scratch Bone']	
edanmdm-nmah_868958	NMAH	taper loop stick	nmah_868958	{'access': 'CC0'}	National Museum of American History	['Taper Loop Stick']	
edanmdm-nmah_871263	NMAH	charcoal	nmah_871263	{'access': 'CC0'}	National Museum of American History	['Charcoal (plant material)']	
edanmdm-nmah_865182	NMAH	counter sinker	nmah_865182	{'access': 'CC0'}	National Museum of American History	['Counter Sinker']	
edanmdm-nmah_862753	NMAH	steel, stock, die.	nmah_862753	{'access': 'CC0'}	National Museum of American History	['Steel, Stock, Die.']	
edanmdm-nmah_862798	NMAH	binding, ring	nmah_862798	{'access': 'CC0'}	National Museum of American History	['Binding, Ring']	
edanmdm-nmah_856911	NMAH	faucet	nmah_856911	{'access': 'CC0'}	National Museum of American History	['Faucets (finish hardware)']	
edanmdm-nmah_861852	NMAH	abrassive, wire	nmah_861852	{'access': 'CC0'}	National Museum of American History	['Abrassive, Wire']	
edanmdm-nmah_865183	NMAH	double roller, iron moulder	nmah_865183	{'access': 'CC0'}	National Museum of American History	['Double Roller, Iron Moulder']	
edanmdm-nmah_871837	NMAH	box, gear	nmah_871837	{'access': 'CC0'}	National Museum of American History	['Box, Gear']	
edanmdm-nmah_872931	NMAH	amplifier, portable seismic	nmah_872931	{'access': 'CC0'}	National Museum of American History	['Amplifier, Portable Seismic']	
edanmdm-nmah_865598	NMAH	oil sample	nmah_865598	{'access': 'CC0'}	National Museum of American History	['Oil Sample']	
edanmdm-nmah_865456	NMAH	container, oil sample	nmah_865456	{'access': 'CC0'}	National Museum of American History	['Container, Oil Sample']	
edanmdm-nmah_574564	NMAH	tool, potter's	nmah_574564	{'access': 'CC0'}	National Museum of American History	"[""tool, potter's""]"	
edanmdm-nmah_598446	NMAH	bottle, holy water	nmah_598446	{'access': 'CC0'}	National Museum of American History	['Bottle, Holy Water']	
edanmdm-nmah_589512	NMAH	jug	nmah_589512	{'access': 'CC0'}	National Museum of American History	['Jugs (vessels)']	
edanmdm-nmah_591186	NMAH	glass, wine	nmah_591186	{'access': 'CC0'}	National Museum of American History	['glass, wine', 'Goblet, Wine']	
edanmdm-nmah_1896746	NMAH	plate, tea	nmah_1896746	{'access': 'CC0'}	National Museum of American History	['plate, tea']	
edanmdm-nmah_574068	NMAH	jug	nmah_574068	{'access': 'CC0'}	National Museum of American History	['Jugs (vessels)']	
edanmdm-nmah_668087	NMAH	Orange	nmah_668087	{'access': 'CC0'}	National Museum of American History	['Cast, Chocolate']	
edanmdm-nmah_1166730	NMAH	Prayer Book Bag	nmah_1166730	{'access': 'CC0'}	National Museum of American History	['Bags (containers)']	ca 1810-1825
edanmdm-nmah_659850	NMAH	Obituary .. .Youngest Child of ... N.A.Cohen ...	nmah_659850	{'access': 'CC0'}	National Museum of American History	['Sheet of Fabric']	
edanmdm-nmah_1168027	NMAH	sleeve, embroidered	nmah_1168027	{'access': 'CC0'}	National Museum of American History	['Sleeve, Embroidered']	
edanmdm-nmah_1114679	NMAH	0.25 Real	nmah_1114679	{'access': 'CC0'}	National Museum of American History	['Coins (money)']	1860
edanmdm-nmah_952508	NMAH	medal	nmah_952508	{'access': 'CC0'}	National Museum of American History	['Medals']	
edanmdm-nmah_951657	NMAH	medal	nmah_951657	{'access': 'CC0'}	National Museum of American History	['Medals']	
edanmdm-nmah_952206	NMAH	medal	nmah_952206	{'access': 'CC0'}	National Museum of American History	['Medals']	
edanmdm-nmah_968945	NMAH	badge	nmah_968945	{'access': 'CC0'}	National Museum of American History	['Badges']	1901
edanmdm-nmah_1085117	NMAH	5 Dollars, United States, 1887	nmah_1085117	{'access': 'CC0'}	National Museum of American History	['Coins (money)']	1887
edanmdm-nmah_1566725	NMAH	certified proof	nmah_1566725	{'access': 'CC0'}	National Museum of American History	['Money', 'Exchange Medium', 'certified proof', 'Certified Proof']	
edanmdm-nmah_1566850	NMAH	certified proof	nmah_1566850	{'access': 'CC0'}	National Museum of American History	['Money', 'Exchange Medium', 'certified proof', 'Certified Proof']	
edanmdm-nmah_1567410	NMAH	certified proof	nmah_1567410	{'access': 'CC0'}	National Museum of American History	['Money', 'Exchange Medium', 'certified proof', 'Certified Proof']	
edanmdm-nmah_1568898	NMAH	certified proof	nmah_1568898	{'access': 'CC0'}	National Museum of American History	['Money', 'Exchange Medium', 'certified proof', 'Certified Proof']	
edanmdm-nmah_1569109	NMAH	certified proof	nmah_1569109	{'access': 'CC0'}	National Museum of American History	['Money', 'Exchange Medium', 'certified proof', 'Certified Proof']	
edanmdm-nmah_1569177	NMAH	certified proof	nmah_1569177	{'access': 'CC0'}	National Museum of American History	['Money', 'Exchange Medium', 'certified proof', 'Certified Proof']	
edanmdm-nmah_1569628	NMAH	certified proof	nmah_1569628	{'access': 'CC0'}	National Museum of American History	['Money', 'Exchange Medium', 'certified proof', 'Certified Proof']	
edanmdm-nmah_1569711	NMAH	certified proof	nmah_1569711	{'access': 'CC0'}	National Museum of American History	['Money', 'Exchange Medium', 'certified proof', 'Certified Proof']	
edanmdm-nmah_1569865	NMAH	certified proof	nmah_1569865	{'access': 'CC0'}	National Museum of American History	['Money', 'Exchange Medium', 'certified proof', 'Certified Proof']	
edanmdm-nmah_1569975	NMAH	certified proof	nmah_1569975	{'access': 'CC0'}	National Museum of American History	['Money', 'Exchange Medium', 'certified proof', 'Certified Proof']	
edanmdm-nmah_1570079	NMAH	certified proof	nmah_1570079	{'access': 'CC0'}	National Museum of American History	['Money', 'Exchange Medium', 'certified proof', 'Certified Proof']	
edanmdm-nmah_1674844	NMAH	certified proof	nmah_1674844	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1515046	NMAH	certified proof	nmah_1515046	{'access': 'CC0'}	National Museum of American History	['Money', 'Exchange Medium', 'Face', 'certified proof', 'Certified Proof']	
edanmdm-nmah_1515588	NMAH	certified proof	nmah_1515588	{'access': 'CC0'}	National Museum of American History	['Money', 'Exchange Medium', 'Face', 'certified proof', 'Certified Proof']	
edanmdm-nmah_1516149	NMAH	certified proof	nmah_1516149	{'access': 'CC0'}	National Museum of American History	['Money', 'Exchange Medium', 'Face', 'certified proof', 'Certified Proof']	
edanmdm-nmah_455127	NMAH	ships' plans	nmah_455127	{'access': 'CC0'}	National Museum of American History	"[""Ships' Plans"", 'ships plans']"	
edanmdm-nmah_450766	NMAH	painting	nmah_450766	{'access': 'CC0'}	National Museum of American History	['Painting; Oil', 'Paintings']	
edanmdm-nmah_437780	NMAH	insignia	nmah_437780	{'access': 'CC0'}	National Museum of American History	['Insignia; Army; Collar Disc; Cavalry; 1; 17; Enlisted Man', 'Insignias']	
edanmdm-nmah_399076	NMAH	skirt	nmah_399076	{'access': 'CC0'}	National Museum of American History	['Skirt; Woman; Army', 'Skirts (garments)']	
edanmdm-nmah_399262	NMAH	.43 cartridge, blank	nmah_399262	{'access': 'CC0'}	National Museum of American History	['Cartridges', 'Cartridge; Ammunition, Small Arms; Center Fire; .43 In']	
edanmdm-nmah_791546	NMAH	galley with slice	nmah_791546	{'access': 'CC0'}	National Museum of American History	['Galley with Slice']	
edanmdm-nmah_570753	NMAH	cup and saucer	nmah_570753	{'access': 'CC0'}	National Museum of American History	['Cup and Saucer']	
edanmdm-nmah_1944014	NMAH	cartridge	nmah_1944014	{'access': 'CC0'}	National Museum of American History	['Cartridges']	
edanmdm-nmah_399703	NMAH	.22 short rimfire cartridge	nmah_399703	{'access': 'CC0'}	National Museum of American History	['Cartridge; Ammunition, Small Arms; Rim Fire; .22 S in', 'Cartridges']	
edanmdm-nmah_718387	NMAH	Ferri Pyrophosphas	nmah_718387	{'access': 'CC0'}	National Museum of American History	['pharmaceutical', 'Ferri Pyrophosphas', 'Ferri Pyrophosphas; Pharmaceuticals; Drugs; Non-Liquid']	
edanmdm-nmah_791630	NMAH	unidentified, 48 point	nmah_791630	{'access': 'CC0'}	National Museum of American History	['type, batch of', 'Taxonomic type specimens', 'Type; Sans Serif Italic']	
edanmdm-nmah_920741	NMAH	0.50 Cent	nmah_920741	{'access': 'CC0'}	National Museum of American History	['Coins (money)']	1914
edanmdm-nmah_1162629	NMAH	incense ball, footed tray base	nmah_1162629	{'access': 'CC0'}	National Museum of American History	['Incense Ball, Footed Tray Base; Furnishings', 'Incense Ball, Footed Tray Base']	
edanmdm-nmah_371209	NMAH	shawl, stole	nmah_371209	{'access': 'CC0'}	National Museum of American History	['Shawl, Stole; Outerwear; Female', 'Shawl, Stole']	
edanmdm-nmah_368876	NMAH	dress, 1 piece	nmah_368876	{'access': 'CC0'}	National Museum of American History	['Dress, 1 Piece', 'Dress, 1 Piece; Entire Body; Main Dress; Female']	1920 - 1929
edanmdm-nmah_360439	NMAH	dress, 1-piece	nmah_360439	{'access': 'CC0'}	National Museum of American History	['Dress, 1-Piece', 'Dress, 1-Piece; Entire Body; Main Dress; Female']	1860 - 1865
edanmdm-nmah_367109	NMAH	fan	nmah_367109	{'access': 'CC0'}	National Museum of American History	['Fans (costume accessories)', 'Fan; Accessories Carried; Female']	1870 - 1900
edanmdm-nmah_356332	NMAH	cuff buttons, pair of	nmah_356332	{'access': 'CC0'}	National Museum of American History	['Cuff Buttons, Pair of', 'Cuff Buttons, Pair of; Jewelry; Accessories Worn on the Body; Male']	1880 - 1900
edanmdm-nmah_370902	NMAH	cape	nmah_370902	{'access': 'CC0'}	National Museum of American History	['Capes (outerwear)', 'Cape; Outerwear; Female']	1890 - 1899
edanmdm-nmah_363261	NMAH	fabric	nmah_363261	{'access': 'CC0'}	National Museum of American History	['Fabric; Accessories for the Manufacturing of Clothing', 'Cloth']	1910 - 1940
edanmdm-nmah_300819	NMAH	Tray	nmah_300819	{'access': 'CC0'}	National Museum of American History	['Trays', 'plate']	1869
edanmdm-nmah_305602	NMAH	chair, arm	nmah_305602	{'access': 'CC0'}	National Museum of American History	['Chair, Arm', 'chair, arm']	ca 1846
edanmdm-nmah_708450	NMAH	induction coil	nmah_708450	{'access': 'CC0'}	National Museum of American History	['Coils (spiral objects)', 'Coil; Electromagnetic Devices; Magnetic Devices; Electromagnetic Devices']	
edanmdm-nmah_1972596	NMAH	Mar-Co connector jack with 3 contacts	nmah_1972596	{'access': 'CC0'}	National Museum of American History	['electrical connector']	
edanmdm-nmah_995804	NMAH	Carbon incandescenty lamp with keyed socket	nmah_995804	{'access': 'CC0'}	National Museum of American History	['Light Bulb', 'Incandescent lamps (lighting device components)']	ca 1888
edanmdm-nmah_1596042	NMAH	certified proof	nmah_1596042	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1596282	NMAH	certified proof	nmah_1596282	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1597211	NMAH	certified proof	nmah_1597211	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1597232	NMAH	certified proof	nmah_1597232	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1597373	NMAH	certified proof	nmah_1597373	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1597494	NMAH	certified proof	nmah_1597494	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1597784	NMAH	certified proof	nmah_1597784	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1598200	NMAH	certified proof	nmah_1598200	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1599437	NMAH	certified proof	nmah_1599437	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1600048	NMAH	certified proof	nmah_1600048	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1600462	NMAH	certified proof	nmah_1600462	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1600777	NMAH	certified proof	nmah_1600777	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_351074	NMAH	Evening Dress	nmah_351074	{'access': 'CC0'}	National Museum of American History	['Fashion Plate', 'Fashion Plate; Female']	
edanmdm-nmah_1058729	NMAH	I Cover the Waterfront; Lover, Come Back To Me	nmah_1058729	{'access': 'CC0'}	National Museum of American History	['Sound recordings']	
edanmdm-nmah_453056	NMAH	ships' plans: unnamed, 12 gun brig	nmah_453056	{'access': 'CC0'}	National Museum of American History	"[""Ships' Plans: Unnamed, 12 Gun Brig""]"	
edanmdm-nmah_456802	NMAH	slates, batch of	nmah_456802	{'access': 'CC0'}	National Museum of American History	['Slates, Batch of']	
edanmdm-nmah_856466	NMAH	Time Clock, International Time Recorder	nmah_856466	{'access': 'CC0'}	National Museum of American History	['time clock']	1915
edanmdm-nmah_847803	NMAH	Depot #4 - Part 2	nmah_847803	{'access': 'CC0'}	National Museum of American History	['Print; Lithograph', 'Prints']	
edanmdm-nmah_851165	NMAH	watch	nmah_851165	{'access': 'CC0'}	National Museum of American History	['Watches', 'Watch; Mechanical, Spring-Driven; Pocket Watch']	ca 1650
edanmdm-nmah_851300	NMAH	P.S. Bartlett	nmah_851300	{'access': 'CC0'}	National Museum of American History	['Watch Movement; Mechanical, Spring-Driven; Pocket Watch', 'Watch Movement']	
edanmdm-nmah_855417	NMAH	Diaphragm	nmah_855417	{'access': 'CC0'}	National Museum of American History	['Phonograph Part', 'recorder or reproducer, experimental']	1884-01-31
edanmdm-nmah_851419	NMAH	watch	nmah_851419	{'access': 'CC0'}	National Museum of American History	['Watches', 'Watch; Mechanical, Spring-Driven; Pocket Watch']	mid 19th century
edanmdm-nmah_853052	NMAH	sheet (paper)	nmah_853052	{'access': 'CC0'}	National Museum of American History	['Sheets (Paper), Set of', 'sheet (paper)']	1830
edanmdm-nmah_852763	NMAH	Berliner Gramophone Record	nmah_852763	{'access': 'CC0'}	National Museum of American History	['Phonograph records', 'Sound recordings']	1898-05
edanmdm-nmah_1417892	NMAH	New Haven Watch, display	nmah_1417892	{'access': 'CC0'}	National Museum of American History	['New Haven Watch, display']	1927
edanmdm-nmah_1387820	NMAH	newspaper	nmah_1387820	{'access': 'CC0'}	National Museum of American History	['Phonograph records', 'Newspapers']	October 18, 1881
edanmdm-nmah_856147	NMAH	parallel lathe dogs, group of	nmah_856147	{'access': 'CC0'}	National Museum of American History	['Parallel Lathe Dogs, Group of']	
edanmdm-nmah_688277	NMAH	Tomahawk	nmah_688277	{'access': 'CC0'}	National Museum of American History	['Decal, Condom Vending Machine', 'Decal, Condom Vending Machine; Advertising Materials', 'decal, condom vending machine']	
edanmdm-nmah_1122867	NMAH	container (medal box)	nmah_1122867	{'access': 'CC0'}	National Museum of American History	['Container (Medal Box)']	1851
edanmdm-nmah_1561647	NMAH	certified proof	nmah_1561647	{'access': 'CC0'}	National Museum of American History	['Money', 'Exchange Medium', 'certified proof', 'Certified Proof']	
edanmdm-nmah_1562540	NMAH	certified proof	nmah_1562540	{'access': 'CC0'}	National Museum of American History	['Money', 'Exchange Medium', 'certified proof', 'Certified Proof']	
edanmdm-nmah_1562569	NMAH	certified proof	nmah_1562569	{'access': 'CC0'}	National Museum of American History	['Money', 'Exchange Medium', 'certified proof', 'Certified Proof']	
edanmdm-nmah_1562643	NMAH	certified proof	nmah_1562643	{'access': 'CC0'}	National Museum of American History	['Money', 'Exchange Medium', 'certified proof', 'Certified Proof']	
edanmdm-nmah_1562849	NMAH	certified proof	nmah_1562849	{'access': 'CC0'}	National Museum of American History	['Money', 'Exchange Medium', 'certified proof', 'Certified Proof']	
edanmdm-nmah_1563224	NMAH	certified proof	nmah_1563224	{'access': 'CC0'}	National Museum of American History	['Money', 'Exchange Medium', 'certified proof', 'Certified Proof']	
edanmdm-nmah_1563450	NMAH	certified proof	nmah_1563450	{'access': 'CC0'}	National Museum of American History	['Money', 'Exchange Medium', 'certified proof', 'Certified Proof']	
